534	8
535	8
536	8
537	8
538	8
539	8
540	8
541	8
542	9
543	9
544	9
545	9
546	10
547	10
548	10
549	9
550	9
551	9
552	9
553	9
554	9
555	9
556	9
557	9
558	9
559	9
560	9
561	10
562	10
563	10
564	10
565	11
566	12
567	12
568	12
569	13
570	13
571	13
572	13
573	13
574	13
575	13
576	13
577	13
578	13
579	13
580	13
581	13
582	13
583	14
584	14
585	14
586	13
587	12
588	12
589	12
590	12
591	11
592	11
593	12
594	12
595	12
596	12
597	12
598	12
599	11
600	10
601	11
602	11
603	11
604	10
605	10
606	10
607	10
608	11
609	11
610	11
611	11
612	11
613	11
614	10
615	10
616	10
617	10
618	9
619	11
620	11
621	11
622	11
623	11
624	11
625	12
626	12
627	12
628	12
629	12
630	12
631	12
632	13
633	13
634	12
635	12
636	12
637	12
638	11
639	11
640	10
641	10
642	10
643	9
644	9
645	9
646	10
647	10
648	10
649	10
650	10
651	10
652	10
653	10
654	10
655	10
656	10
657	10
658	9
659	9
660	9
661	10
662	10
663	10
664	10
665	9
666	9
667	9
668	9
669	9
670	8
671	8
672	8
673	8
674	8
675	8
676	9
677	10
678	9
679	9
680	9
681	9
682	9
683	9
684	9
685	9
686	8
687	8
688	8
689	9
690	9
691	9
692	9
693	9
694	9
695	9
696	9
697	9
698	10
699	10
700	8
701	8
702	8
703	8
704	8
705	8
706	7
707	7
708	7
709	7
710	9
711	9
712	9
713	9
714	8
715	8
716	8
717	8
718	8
719	8
720	8
721	8
722	8
723	8
724	8
725	8
726	8
727	9
728	9
729	9
730	9
731	12
732	11
733	11
734	11
735	11
736	11
737	11
738	11
739	11
740	11
741	11
742	11
743	11
744	11
745	11
746	11
747	12
748	12
749	12
750	12
751	12
752	12
753	12
754	12
755	11
756	11
757	11
758	11
759	11
760	11
761	11
762	12
763	12
764	12
765	11
766	12
767	12
768	12
769	12
770	12
771	12
772	12
773	12
774	12
775	12
776	12
777	13
778	14
779	14
780	14
781	14
782	13
783	13
784	13
785	13
786	13
787	13
788	13
789	14
790	15
791	15
792	16
793	16
794	16
795	16
796	16
797	16
798	16
799	16
800	16
801	16
802	16
803	16
804	16
805	17
806	15
807	16
808	17
809	17
810	17
811	17
812	17
813	17
814	17
815	17
816	17
817	17
818	17
819	17
820	17
821	17
822	17
823	17
824	18
825	18
826	18
827	18
828	18
829	15
830	15
831	15
832	15
833	16
834	16
835	17
836	17
837	17
838	17
839	17
840	17
841	17
842	17
843	17
844	17
845	17
846	16
847	15
848	14
849	14
850	14
851	17
852	17
853	17
854	17
855	17
856	17
857	18
858	19
859	19
860	19
861	19
862	19
863	19
864	19
865	20
866	20
867	20
868	22
869	21
870	21
871	21
872	21
873	21
874	21
875	23
876	21
877	22
878	22
879	23
880	23
881	22
882	21
883	21
884	21
885	21
886	21
887	21
888	21
889	21
890	21
891	21
892	21
893	21
894	21
895	20
896	20
897	19
898	20
899	19
900	19
901	19
902	19
903	19
904	19
905	19
906	19
907	19
908	20
909	20
910	20
911	20
912	20
913	20
914	19
915	19
916	18
917	17
918	17
919	17
920	17
921	17
922	17
923	18
924	18
925	18
926	18
927	18
928	18
929	18
930	19
931	19
932	19
933	19
934	18
935	18
936	18
937	18
938	18
939	18
940	18
941	18
942	18
943	18
944	17
945	17
946	16
947	16
948	17
949	17
950	17
951	17
952	17
953	17
954	17
955	17
